Airport,AP_NAME,FAA REGION,CITY,STATE,AP Type
51R,MADISONVILLE MUNI,ASW,MADISONVILLE,TX,Public Use
FST,FORT STOCKTON-PECOS COUNTY,ASW,FORT STOCKTON,TX,Public Use
T50,MENARD COUNTY,ASW,MENARD,TX,Public Use
2R6,BUNKIE MUNI,ASW,BUNKIE,LA,Public Use
BGE,DECATUR COUNTY INDUSTRIAL AIR PARK,ASO,BAINBRIDGE,GA,Public Use
17J,DONALSONVILLE MUNI,ASO,DONALSONVILLE,GA,Public Use
4R1,I H BASS JR MEMORIAL,ASO,LUMBERTON,MS,Public Use
0R1,ATMORE MUNI,ASO,ATMORE,AL,Public Use
0J4,FLORALA MUNI,ASO,FLORALA,AL,Public Use
12J,BREWTON MUNI,ASO,BREWTON,AL,Public Use
33J,GENEVA MUNI,ASO,GENEVA,AL,Public Use
HOE,HOMERVILLE,ASO,HOMERVILLE,GA,Public Use
VHN,CULBERSON COUNTY,ASW,VAN HORN,TX,Public Use
HL2,HUBBARD LANDING,ASO,STOCKTON,AL,Public Use
GRK,ROBERT GRAY AAF,ASW,FORT HOOD/KILLEEN,TX,Public Use
09J,JEKYLL ISLAND,ASO,JEKYLL ISLAND,GA,Public Use
33R,GROVETON-TRINITY COUNTY,ASW,GROVETON,TX,Public Use
MGR,MOULTRIE MUNI,ASO,MOULTRIE,GA,Public Use
ILE,SKYLARK FIELD,ASW,KILLEEN,TX,Public Use
MKV,MARKSVILLE MUNI,ASW,MARKSVILLE,LA,Public Use
1A4,LOGAN FIELD,ASO,SAMSON,AL,Public Use
LZZ,LAMPASAS,ASW,LAMPASAS,TX,Public Use
E48,UPTON COUNTY,ASW,MC CAMEY,TX,Public Use
1R4,WOODWORTH,ASW,WOODWORTH,LA,Public Use
15J,COOK COUNTY,ASO,ADEL,GA,Public Use
MUL,SPENCE,ASO,MOULTRIE,GA,Public Use
T36,PAUL PITTMAN MEMORIAL,ASO,TYLERTOWN,MS,Public Use
TPL,DRAUGHON-MILLER CENTRAL TEXAS RGNL,ASW,TEMPLE,TX,Public Use
SSI,MALCOLM MC KINNON,ASO,BRUNSWICK,GA,Public Use
L39,LEESVILLE,ASW,LEESVILLE,LA,Public Use
MCB,MC COMB/PIKE COUNTY/JOHN E LEWIS FIELD,ASO,MC COMB,MS,Public Use
BBD,CURTIS FIELD,ASW,BRADY,TX,Public Use
E41,REAGAN COUNTY,ASW,BIG LAKE,TX,Public Use
4J1,BRANTLEY COUNTY,ASO,NAHUNTA,GA,Public Use
4J2,BERRIEN CO,ASO,NASHVILLE,GA,Public Use
CXU,CAMILLA-MITCHELL COUNTY,ASO,CAMILLA,GA,Public Use
49F,RANKIN,ASW,RANKIN,TX,Public Use
T24,PINELAND MUNI,ASW,PINELAND,TX,Public Use
LFK,ANGELINA COUNTY,ASW,LUFKIN,TX,Public Use
81R,SAN SABA COUNTY MUNI,ASW,SAN SABA,TX,Public Use
AYS,WAYCROSS-WARE COUNTY,ASO,WAYCROSS,GA,Public Use
BQK,BRUNSWICK GOLDEN ISLES,ASO,BRUNSWICK,GA,Federalized/Commercial
HBG,HATTIESBURG BOBBY L CHAIN MUNI,ASO,HATTIESBURG,MS,Public Use
C71,CROSBY MUNI,ASO,CROSBY,MS,Public Use
0R0,COLUMBIA-MARION COUNTY,ASO,COLUMBIA,MS,Public Use
EDN,ENTERPRISE MUNI,ASO,ENTERPRISE,AL,Public Use
DKR,HOUSTON COUNTY,ASW,CROCKETT,TX,Public Use
79J,SOUTH ALABAMA RGNL AT BILL BENTON FIELD,ASO,ANDALUSIA/OPP,AL,Public Use
M59,RICHTON-PERRY COUNTY,ASO,RICHTON,MS,Public Use
DHN,DOTHAN RGNL,ASO,DOTHAN,AL,Federalized/Commercial
AEX,ALEXANDRIA INTL,ASW,ALEXANDRIA,LA,Public Use
T15,MARLIN,ASW,MARLIN,TX,Public Use
2L0,PINEVILLE MUNI,ASW,PINEVILLE,LA,Public Use
DGL,DOUGLAS MUNI,AWP,DOUGLAS,AZ,Public Use
SJT,SAN ANGELO RGNL/MATHIS FIELD,ASW,SAN ANGELO,TX,Federalized/Commercial
P04,BISBEE MUNI,AWP,BISBEE,AZ,Public Use
0J6,HEADLAND MUNI,ASO,HEADLAND,AL,Public Use
P03,COCHISE COLLEGE,AWP,DOUGLAS,AZ,Public Use
PEQ,PECOS MUNI,ASW,PECOS,TX,Public Use
ESF,ESLER RGNL,ASW,ALEXANDRIA,LA,Public Use
BIJ,EARLY COUNTY,ASO,BLAKELY,GA,Public Use
14J,CARL FOLSOM,ASO,ELBA,AL,Public Use
GZH,MIDDLETON FIELD,ASO,EVERGREEN,AL,Public Use
E13,CRANE COUNTY,ASW,CRANE,TX,Public Use
OLS,NOGALES INTL,AWP,NOGALES,AZ,Public Use
GOP,GATESVILLE MUNI,ASW,GATESVILLE,TX,Public Use
TMA,HENRY TIFT MYERS,ASO,TIFTON,GA,Public Use
T37,GOLDTHWAITE MUNI,ASW,GOLDTHWAITE,TX,Public Use
71J,BLACKWELL FIELD,ASO,OZARK,AL,Public Use
5R1,ROY WILCOX,ASO,CHATOM,AL,Public Use
MVC,MONROE COUNTY,ASO,MONROEVILLE,AL,Public Use
PIB,HATTIESBURG-LAUREL RGNL,ASO,HATTIESBURG/LAUREL,MS,Public Use
DUG,BISBEE DOUGLAS INTL,AWP,DOUGLAS BISBEE,AZ,Public Use
4R3,JACKSON MUNI,ASO,JACKSON,AL,Public Use
DQH,DOUGLAS MUNI,ASO,DOUGLAS,GA,Public Use
L66,POLLOCK MUNI,ASW,POLLOCK,LA,Public Use
PWG,MC GREGOR EXECUTIVE,ASW,WACO,TX,Public Use
E35,FABENS,ASW,FABENS,TX,Public Use
ABY,SOUTHWEST GEORGIA RGNL,ASO,ALBANY,GA,Federalized/Commercial
AMG,BACON COUNTY,ASO,ALMA,GA,Public Use
78R,SAN AUGUSTINE COUNTY,ASW,SAN AUGUSTINE,TX,Public Use
3R4,HART,ASW,MANY,LA,Public Use
JES,JESUP-WAYNE COUNTY,ASO,JESUP,GA,Public Use
SYV,SYLVESTER,ASO,SYLVESTER,GA,Public Use
0R4,CONCORDIA PARISH,ASW,VIDALIA,LA,Public Use
OCH,A L MANGHAM JR. RGNL,ASW,NACOGDOCHES,TX,Public Use
E01,ROY HURD MEMORIAL,ASW,MONAHANS,TX,Public Use
FHU,SIERRA VISTA MUNI-LIBBY AAF,AWP,FORT HUACHUCA SIERRA VISTA,AZ,Public Use
M43,PRENTISS-JEFFERSON DAVIS COUNTY,ASO,PRENTISS,MS,Public Use
0J0,ABBEVILLE MUNI,ASO,ABBEVILLE,AL,Public Use
1R7,BROOKHAVEN-LINCOLN COUNTY,ASO,BROOKHAVEN,MS,Public Use
ACT,WACO RGNL,ASW,WACO,TX,Federalized/Commercial
HEZ,HARDY-ANDERS FIELD NATCHEZ-ADAMS COUNTY,ASO,NATCHEZ,MS,Public Use
L32,JONESVILLE,ASW,JONESVILLE,LA,Public Use
9F1,VALLEY MILLS MUNI,ASW,VALLEY MILLS,TX,Public Use
73F,WINGS FOR CHRIST INTL FLIGHT ACADEMY,ASW,WACO,TX,Public Use
CNW,TSTC WACO,ASW,WACO,TX,Public Use
LXY,MEXIA-LIMESTONE CO,ASW,MEXIA,TX,Public Use
2R0,WAYNESBORO MUNI,ASO,WAYNESBORO,MS,Public Use
64F,ALVIE COLE RANCH,ASW,STERLING CITY,TX,Public Use
68F,TEAGUE MUNI,ASW,TEAGUE,TX,Public Use
MNZ,HAMILTON MUNI,ASW,HAMILTON,TX,Public Use
1R1,JENA,ASW,JENA,LA,Public Use
P29,TOMBSTONE MUNI,AWP,TOMBSTONE,AZ,Public Use
LUL,HESLER-NOBLE FIELD,ASO,LAUREL,MS,Public Use
E30,BRUCE FIELD,ASW,BALLINGER,TX,Public Use
3T8,WILDCAT CANYON,ASW,CHINA SPRING,TX,Public Use
FZG,FITZGERALD MUNI,ASO,FITZGERALD,GA,Public Use
75J,TURNER COUNTY,ASO,ASHBURN,GA,Public Use
3A0,GROVE HILL MUNI,ASO,GROVE HILL,AL,Public Use
25J,LOWER CHATTAHOOCHEE RGNL,ASO,CUTHBERT,GA,Public Use
BHC,BAXLEY MUNI,ASO,BAXLEY,GA,Public Use
T27,HORIZON,ASW,EL PASO,TX,Public Use
IER,NATCHITOCHES RGNL,ASW,NATCHITOCHES,LA,Public Use
04A,FRANK SIKES,ASO,LUVERNE,AL,Public Use
16J,DAWSON MUNI,ASO,DAWSON,GA,Public Use
PSN,PALESTINE MUNI,ASW,PALESTINE,TX,Public Use
INK,WINKLER COUNTY,ASW,WINK,TX,Public Use
BWD,BROWNWOOD RGNL,ASW,BROWNWOOD,TX,Public Use
ELP,EL PASO INTL,ASW,EL PASO,TX,Federalized/Commercial
7F7,CLIFTON MUNI/ISENHOWER FIELD,ASW,CLIFTON,TX,Public Use
F17,CENTER MUNI,ASW,CENTER,TX,Public Use
COM,COLEMAN MUNI,ASW,COLEMAN,TX,Public Use
PRN,MAC CRENSHAW MEMORIAL,ASO,GREENVILLE,AL,Public Use
7T7,SKYWEST INC,ASW,MIDLAND,TX,Public Use
TOI,TROY MUNI,ASO,TROY,AL,Public Use
17M,MAGEE MUNI,ASO,MAGEE,MS,Public Use
JSO,CHEROKEE COUNTY,ASW,JACKSONVILLE,TX,Public Use
5T6,DONA ANA COUNTY AT SANTA TERESA,ASW,SANTA TERESA,NM,Public Use
54F,ROBERT LEE,ASW,ROBERT LEE,TX,Public Use
11A,CLAYTON MUNI,ASO,CLAYTON,AL,Public Use
AZE,HAZLEHURST,ASO,HAZLEHURST,GA,Public Use
LHW,WRIGHT AAF (FORT STEWART)/MIDCOAST RGNL,ASO,FORT STEWART(HINESVILLE),GA,Public Use
L47,OLLA,ASW,OLLA,LA,Public Use
M11,COPIAH COUNTY,ASO,CRYSTAL SPRINGS,MS,Public Use
MKN,COMANCHE COUNTY-CITY,ASW,COMANCHE,TX,Public Use
ODO,ODESSA-SCHLEMEYER FIELD,ASW,ODESSA,TX,Public Use
0L6,WINN PARISH MEDICAL CENTER,ASW,WINNFIELD,LA,Public Use
F50,LAKE WHITNEY STATE PARK,ASW,WHITNEY,TX,Public Use
E78,SELLS,AWP,SELLS,AZ,Public Use
MAF,MIDLAND INTL,ASW,MIDLAND,TX,Federalized/Commercial
77F,WINTERS MUNI,ASW,WINTERS,TX,Public Use
,,,,,
EUF,WEEDON FIELD,ASO,EUFAULA,AL,Public Use
00M,THIGPEN FIELD,ASO,BAY SPRINGS,MS,Public Use
0R5,DAVID G JOYCE,ASW,WINNFIELD,LA,Public Use
67A,FORT DEPOSIT-LOWNDES COUNTY,ASO,FORT DEPOSIT,AL,Public Use
L33,TENSAS PARISH,ASW,ST JOSEPH,LA,Public Use
61A,CAMDEN MUNI,ASO,CAMDEN,AL,Public Use
CKF,CRISP COUNTY-CORDELE,ASO,CORDELE,GA,Public Use
0R7,THE RED RIVER,ASW,COUSHATTA,LA,Public Use
E95,BENSON MUNI,AWP,BENSON,AZ,Public Use
4T7,LITTLE C RANCH,ASW,HICO,TX,Public Use
CRS,C DAVID CAMPBELL FIELD-CORSICANA MUNI,ASW,CORSICANA,TX,Public Use
MDD,MIDLAND AIRPARK,ASW,MIDLAND,TX,Public Use
RVJ,SWINTON SMITH FLD AT REIDSVILLE MUNI,ASO,REIDSVILLE,GA,Public Use
9F0,DUBLIN MUNI,ASW,DUBLIN,TX,Public Use
3F3,C E 'RUSTY' WILLIAMS,ASW,MANSFIELD,LA,Public Use
T25,AERO ESTATES,ASW,FRANKSTON,TX,Public Use
INJ,HILLSBORO MUNI,ASW,HILLSBORO,TX,Public Use
23M,CLARKE COUNTY,ASO,QUITMAN,MS,Public Use
7A9,PETERSON FIELD,ASO,PLAINS,GA,Public Use
MQW,TELFAIR-WHEELER,ASO,MC RAE,GA,Public Use
6X0,TARRANT FIELD,ASW,MOUNT SELMAN,TX,Public Use
ACJ,JIMMY CARTER RGNL,ASO,AMERICUS,GA,Public Use
TUS,TUCSON INTL,AWP,TUCSON,AZ,Federalized/Commercial
09A,BUTLER-CHOCTAW COUNTY,ASO,BUTLER,AL,Public Use
F86,CALDWELL PARRISH,ASW,COLUMBIA,LA,Public Use
SAV,SAVANNAH/HILTON HEAD INTL,ASO,SAVANNAH,GA,Federalized/Commercial
E26,LEA COUNTY/JAL/,ASW,JAL,NM,Public Use
RFI,RUSK COUNTY,ASW,HENDERSON,TX,Public Use
RYN,RYAN FIELD,AWP,TUCSON,AZ,Public Use
F89,WINNSBORO MUNI,ASW,WINNSBORO,LA,Public Use
F44,ATHENS MUNI,ASW,ATHENS,TX,Public Use
07A,FRANKLIN FIELD,ASO,UNION SPRINGS,AL,Public Use
63F,STANTON MUNI,ASW,STANTON,TX,Public Use
4F2,PANOLA COUNTY-SHARPE FIELD,ASW,CARTHAGE,TX,Public Use
VDI,VIDALIA RGNL,ASO,VIDALIA,GA,Public Use
CWV,CLAXTON-EVANS COUNTY,ASO,CLAXTON,GA,Public Use
F88,JONESBORO,ASW,JONESBORO,LA,Public Use
BPG,BIG SPRING MC MAHON-WRINKLE,ASW,BIG SPRING,TX,Public Use
SEP,CLARK FIELD MUNI,ASW,STEPHENVILLE,TX,Public Use
EZM,HEART OF GEORGIA RGNL,ASO,EASTMAN,GA,Public Use
HXD,HILTON HEAD,ASO,HILTON HEAD ISLAND,SC,Public Use
VKS,VICKSBURG MUNI,ASO,VICKSBURG,MS,Public Use
P33,COCHISE COUNTY,AWP,WILLCOX,AZ,Public Use
DMN,DEMING MUNI,ASW,DEMING,NM,Public Use
82A,MARION COUNTY,ASO,BUENA VISTA,GA,Public Use
51A,HAWKINSVILLE-PULASKI COUNTY,ASO,HAWKINSVILLE,GA,Public Use
LRU,LAS CRUCES INTL,ASW,LAS CRUCES,NM,Public Use
MGM,MONTGOMERY RGNL (DANNELLY FIELD),ASO,MONTGOMERY,AL,Federalized/Commercial
53A,DR. C P SAVAGE SR.,ASO,MONTEZUMA,GA,Public Use
JVW,JOHN BELL WILLIAMS,ASO,RAYMOND,MS,Public Use
M23,JAMES H EASOM FIELD,ASO,NEWTON,MS,Public Use
JAN,JACKSON-EVERS INTL,ASO,JACKSON,MS,Federalized/Commercial
F41,ENNIS MUNI,ASW,ENNIS,TX,Public Use
E11,ANDREWS COUNTY,ASW,ANDREWS,TX,Public Use
MEI,KEY FIELD,ASO,MERIDIAN,MS,Public Use
LSB,LORDSBURG MUNI,ASW,LORDSBURG,NM,Public Use
HKS,HAWKINS FIELD,ASO,JACKSON,MS,Public Use
CNM,CAVERN CITY AIR TRML,ASW,CARLSBAD,NM,Public Use
SEM,CRAIG FIELD,ASO,SELMA,AL,Public Use
5F5,BLUEBIRD HILL,ASW,KEITHVILLE,LA,Public Use
TVR,VICKSBURG TALLULAH RGNL,ASW,"TALLULAH/VICKSBURG, MS",LA,Public Use
2M4,G. V. MONTGOMERY,ASO,FOREST,MS,Public Use
CPT,CLEBURNE RGNL,ASW,CLEBURNE,TX,Public Use
TYR,TYLER POUNDS RGNL,ASW,TYLER,TX,Federalized/Commercial
MHP,METTER MUNI,ASO,METTER,GA,Public Use
GGG,EAST TEXAS RGNL,ASW,LONGVIEW,TX,Federalized/Commercial
4J8,TREUTLEN COUNTY,ASO,SOPERTON,GA,Public Use
48A,COCHRAN,ASO,COCHRAN,GA,Public Use
AVQ,MARANA RGNL,AWP,TUCSON,AZ,Public Use
0M9,DELHI MUNI,ASW,DELHI,LA,Public Use
ABI,ABILENE RGNL,ASW,ABILENE,TX,Federalized/Commercial
ARW,BEAUFORT COUNTY,ASO,BEAUFORT,SC,Public Use
ETN,EASTLAND MUNI,ASW,EASTLAND,TX,Public Use
3F2,CISCO MUNI,ASW,CISCO,TX,Public Use
M80,SCOTT,ASW,TALLULAH,LA,Public Use
MBO,BRUCE CAMPBELL FIELD,ASO,MADISON,MS,Public Use
1A9,PRATTVILLE - GROUBY FIELD,ASO,PRATTVILLE,AL,Public Use
GDJ,GRANBURY RGNL,ASW,GRANBURY,TX,Public Use
SHV,SHREVEPORT RGNL,ASW,SHREVEPORT,LA,Public Use
F23,RANGER MUNI,ASW,RANGER,TX,Public Use
P01,ERIC MARCUS MUNI,AWP,AJO,AZ,Public Use
JWY,MID-WAY RGNL,ASW,MIDLOTHIAN/WAXAHACHIE,TX,Public Use
06A,MOTON FIELD MUNI,ASO,TUSKEGEE,AL,Public Use
DYA,DEMOPOLIS MUNI,ASO,DEMOPOLIS,AL,Public Use
SWW,AVENGER FIELD,ASW,SWEETWATER,TX,Public Use
T88,COLORADO CITY,ASW,COLORADO CITY,TX,Public Use
T13,DALLAS SOUTH PORT,ASW,PALMER,TX,Public Use
TBR,STATESBORO-BULLOCH COUNTY,ASO,STATESBORO,GA,Public Use
M79,JOHN H HOOKS JR MEMORIAL,ASW,RAYVILLE,LA,Public Use
3J1,RIDGELAND,ASO,RIDGELAND,SC,Public Use
MZJ,PINAL AIRPARK,AWP,MARANA,AZ,Public Use
A08,VAIDEN FIELD,ASO,MARION,AL,Public Use
PXE,PERRY-HOUSTON COUNTY,ASO,PERRY,GA,Public Use
MLU,MONROE RGNL,ASW,MONROE,LA,Federalized/Commercial
RSN,RUSTON RGNL,ASW,RUSTON,LA,Public Use
41A,REEVES,ASO,TALLASSEE,AL,Public Use
44A,ROLLE AIRFIELD,AWP,SAN LUIS,AZ,Public Use
CSG,COLUMBUS METROPOLITAN,ASO,COLUMBUS,GA,Federalized/Commercial
ASL,HARRISON COUNTY,ASW,MARSHALL,TX,Public Use
08A,WETUMPKA MUNI,ASO,WETUMPKA,AL,Public Use
07F,GLADEWATER MUNI,ASW,GLADEWATER,TX,Public Use
12T,FERRIS RED OAK MUNI,ASW,FERRIS/RED OAK,TX,Public Use
5F0,ARCADIA-BIENVILLE PARISH,ASW,ARCADIA,LA,Public Use
DTN,SHREVEPORT DOWNTOWN,ASW,SHREVEPORT,LA,Public Use
5A2,WARNER ROBINS AIR PARK,ASO,WARNER ROBINS,GA,Public Use
DBN,W H 'BUD' BARRON,ASO,DUBLIN,GA,Public Use
FWS,FORT WORTH SPINKS,ASW,FORT WORTH,TX,Public Use
6A1,BUTLER MUNI,ASO,BUTLER,GA,Public Use
SDM,BROWN FIELD MUNI,AWP,SAN DIEGO,CA,Public Use
F78,HORSESHOE BEND,ASW,WEATHERFORD,TX,Public Use
LNC,LANCASTER RGNL,ASW,LANCASTER,TX,Public Use
50F,BOURLAND FIELD,ASW,FORT WORTH,TX,Public Use
7F5,CANTON-HACKNEY,ASW,CANTON,TX,Public Use
SBO,EAST GEORGIA REGIONAL,ASO,SWAINSBORO,GA,Public Use
AUO,AUBURN UNIVERSITY RGNL,ASO,AUBURN,AL,Public Use
L78,JACUMBA,AWP,JACUMBA,CA,Public Use
9F9,SYCAMORE STRIP,ASW,FORT WORTH,TX,Public Use
E77,SAN MANUEL,AWP,SAN MANUEL,AZ,Public Use
SVC,GRANT COUNTY,ASW,SILVER CITY,NM,Public Use
JYL,PLANTATION ARPK,ASO,SYLVANIA,GA,Public Use
MNE,MINDEN,ASW,MINDEN,LA,Public Use
NYL,YUMA MCAS/YUMA INTL,AWP,YUMA,AZ,Public Use
E05,HATCH MUNI,ASW,HATCH,NM,Public Use
GKY,ARLINGTON MUNI,ASW,ARLINGTON,TX,Public Use
CXL,CALEXICO INTL,AWP,CALEXICO,CA,Public Use
GNC,GAINES COUNTY,ASW,SEMINOLE,TX,Public Use
3F9,MINEOLA WISENER FIELD,ASW,MINEOLA,TX,Public Use
RBD,DALLAS EXECUTIVE,ASW,DALLAS,TX,Public Use
76F,VAN ZANDT COUNTY RGNL,ASW,WILLS POINT,TX,Public Use
7A0,GREENSBORO MUNI,ASO,GREENSBORO,AL,Public Use
HOB,LEA COUNTY RGNL,ASW,HOBBS,NM,Public Use
MCN,MIDDLE GEORGIA RGNL,ASO,MACON,GA,Federalized/Commercial
SNK,WINSTON FIELD,ASW,SNYDER,TX,Public Use
JXI,FOX STEPHENS FIELD - GILMER MUNI,ASW,GILMER,TX,Public Use
GPM,GRAND PRAIRIE MUNI,ASW,GRAND PRAIRIE,TX,Public Use
JZI,CHARLESTON EXECUTIVE,ASO,CHARLESTON,SC,Public Use
TRL,TERRELL MUNI,ASW,TERRELL,TX,Public Use
BKD,STEPHENS COUNTY,ASW,BRECKENRIDGE,TX,Public Use
T23,ALBANY MUNI,ASW,ALBANY,TX,Public Use
F87,UNION PARISH,ASW,FARMERVILLE,LA,Public Use
SAN,SAN DIEGO INTL,AWP,SAN DIEGO,CA,Federalized/Commercial
JDD,WOOD COUNTY,ASW,MINEOLA/QUITMAN,TX,Public Use
24F,CYPRESS RIVER,ASW,JEFFERSON,TX,Public Use
WEA,PARKER COUNTY,ASW,WEATHERFORD,TX,Public Use
HQZ,MESQUITE METRO,ASW,MESQUITE,TX,Public Use
BQP,MOREHOUSE MEMORIAL,ASW,BASTROP,LA,Public Use
2F5,LAMESA MUNI,ASW,LAMESA,TX,Public Use
08M,CARTHAGE-LEAKE COUNTY,ASO,CARTHAGE,MS,Public Use
94E,WHISKEY CREEK,ASW,SILVER CITY,NM,Public Use
49T,DALLAS CBD VERTIPORT,ASW,DALLAS,TX,Public Use
MWL,MINERAL WELLS,ASW,MINERAL WELLS,TX,Public Use
5F4,HOMER MUNI,ASW,HOMER,LA,Public Use
MPE,PHILADELPHIA MUNI,ASO,PHILADELPHIA,MS,Public Use
E60,ELOY MUNI,AWP,ELOY,AZ,Public Use
7A3,LANETT MUNI,ASO,LANETT,AL,Public Use
1F7,AIRPARK EAST,ASW,DALLAS,TX,Public Use
MYF,MONTGOMERY FIELD,AWP,SAN DIEGO,CA,Public Use
FTW,FORT WORTH MEACHAM INTL,ASW,FORT WORTH,TX,Public Use
3A7,EUTAW MUNI,ASO,EUTAW,AL,Public Use
MAC,MACON DOWNTOWN,ASO,MACON,GA,Public Use
56F,FISHER COUNTY,ASW,ROTAN/ROBY,TX,Public Use
0M8,BYERLEY,ASW,LAKE PROVIDENCE,LA,Public Use
SEE,GILLESPIE FIELD,AWP,SAN DIEGO/EL CAJON,CA,Public Use
6F7,MANNING FIELD,ASW,JEFFERSON,TX,Public Use
IPL,IMPERIAL COUNTY,AWP,IMPERIAL,CA,Public Use
PIM,HARRIS COUNTY,ASO,PINE MOUNTAIN,GA,Public Use
ALM,ALAMOGORDO-WHITE SANDS RGNL,ASW,ALAMOGORDO,NM,Public Use
L04,HOLTVILLE,AWP,HOLTVILLE,CA,Public Use
DAL,DALLAS LOVE FIELD,ASW,DALLAS,TX,Federalized/Commercial
E37,FLYING J RANCH,AWP,PIMA,AZ,Public Use
9M6,KELLY,ASW,OAK GROVE,LA,Public Use
14F,HAMLIN MUNI,ASW,HAMLIN,TX,Public Use
02A,CHILTON COUNTY,ASO,CLANTON,AL,Public Use
ATS,ARTESIA MUNI,ASW,ARTESIA,NM,Public Use
SAD,SAFFORD RGNL,AWP,SAFFORD,AZ,Public Use
T33,RIVES AIR PARK,ASW,ROYSE CITY,TX,Public Use
3F4,VIVIAN,ASW,VIVIAN,LA,Public Use
3J0,HAMPTON-VARNVILLE,ASO,HAMPTON,SC,Public Use
T48,PHILLIPS FLYING RANCH,ASW,ROCKWALL,TX,Public Use
87I,YAZOO COUNTY,ASO,YAZOO CITY,MS,Public Use
T57,GARLAND/DFW HELOPLEX,ASW,GARLAND,TX,Public Use
2J5,MILLEN,ASO,MILLEN,GA,Public Use
DFW,DALLAS/FORT WORTH INTL,ASW,DALLAS-FORT WORTH,TX,Federalized/Commercial
LRO,MT PLEASANT RGNL-FAISON FIELD,ASO,MOUNT PLEASANT,SC,Public Use
CHS,CHARLESTON AFB/INTL,ASO,CHARLESTON,SC,Federalized/Commercial
F56,ARLEDGE FIELD,ASW,STAMFORD,TX,Public Use
ALX,THOMAS C RUSSELL FLD,ASO,ALEXANDER CITY,AL,Public Use
RBW,LOWCOUNTRY RGNL,ASO,WALTERBORO,SC,Public Use
F35,POSSUM KINGDOM,ASW,GRAFORD,TX,Public Use
F46,ROCKWALL MUNI,ASW,ROCKWALL,TX,Public Use
T67,HICKS AIRFIELD,ASW,FORT WORTH,TX,Public Use
P08,COOLIDGE MUNI,AWP,COOLIDGE,AZ,Public Use
0A8,BIBB COUNTY,ASO,CENTREVILLE,AL,Public Use
5A9,ROOSEVELT MEMORIAL,ASO,WARM SPRINGS,GA,Public Use
F51,WINNSBORO MUNI,ASW,WINNSBORO,TX,Public Use
T14,TAYLOR,ASW,QUINLAN,TX,Public Use
E06,LEA COUNTY-ZIP FRANKLIN MEMORIAL,ASW,LOVINGTON,NM,Public Use
F97,SEAGRAVES,ASW,SEAGRAVES,TX,Public Use
CGZ,CASA GRANDE MUNI,AWP,CASA GRANDE,AZ,Public Use
OPN,THOMASTON-UPSON COUNTY,ASO,THOMASTON,GA,Public Use
L54,AGUA CALIENTE,AWP,AGUA CALIENTE SPRINGS,CA,Public Use
CFT,GREENLEE COUNTY,AWP,CLIFTON/MORENCI,AZ,Public Use
E63,GILA BEND MUNI,AWP,GILA BEND,AZ,Public Use
OKZ,KAOLIN FIELD,ASO,SANDERSVILLE,GA,Public Use
ADS,ADDISON,ASW,DALLAS,TX,Public Use
E57,DENVER CITY,ASW,DENVER CITY,TX,Public Use
4T2,KENNETH COPELAND,ASW,FORT WORTH,TX,Public Use
SPH,SPRINGHILL,ASW,SPRINGHILL,LA,Public Use
2J3,LOUISVILLE MUNI,ASO,LOUISVILLE,GA,Public Use
AFW,FORT WORTH ALLIANCE,ASW,FORT WORTH,TX,Public Use
A39,PHOENIX RGNL,AWP,PHOENIX,AZ,Public Use
BWC,BRAWLEY MUNI,AWP,BRAWLEY,CA,Public Use
88J,ALLENDALE COUNTY,ASO,ALLENDALE,SC,Public Use
L87,IDA'S,ASW,IDA,LA,Public Use
LGC,LAGRANGE-CALLAWAY,ASO,LAGRANGE,GA,Public Use
10F,ROSSER RANCH,ASW,GRAHAM,TX,Public Use
F69,AIR PARK-DALLAS,ASW,DALLAS,TX,Public Use
7F3,CADDO MILLS MUNI,ASW,CADDO MILLS,TX,Public Use
RNM,RAMONA,AWP,RAMONA,CA,Public Use
BXG,BURKE COUNTY,ASO,WAYNESBORO,GA,Public Use
E67,KEARNY,AWP,KEARNY,AZ,Public Use
52F,NORTHWEST RGNL,ASW,ROANOKE,TX,Public Use
DYB,SUMMERVILLE,ASO,SUMMERVILLE,SC,Public Use
GVT,MAJORS,ASW,GREENVILLE,TX,Public Use
16X,PROPWASH,ASW,JUSTIN,TX,Public Use
E68,ESTRELLA SAILPORT,AWP,MARICOPA,AZ,Public Use
OSX,KOSCIUSKO-ATTALA COUNTY,ASO,KOSCIUSKO,MS,Public Use
OSA,MOUNT PLEASANT RGNL,ASW,MOUNT PLEASANT,TX,Public Use
ATA,HALL-MILLER MUNI,ASW,ATLANTA,TX,Public Use
AIV,GEORGE DOWNER,ASO,ALICEVILLE,AL,Public Use
RPH,GRAHAM MUNI,ASW,GRAHAM,TX,Public Use
19M,C. A. MOORE,ASO,LEXINGTON,MS,Public Use
8F5,GREATER MORRIS COUNTY,ASW,DAINGERFIELD,TX,Public Use
CRQ,MC CLELLAN-PALOMAR,AWP,CARLSBAD,CA,Federalized/Commercial
7A5,ROANOKE MUNI,ASO,ROANOKE,AL,Public Use
CLR,CLIFF HATFIELD MEMORIAL,AWP,CALIPATRIA,CA,Public Use
30F,LAKEVIEW,ASW,LAKE DALLAS,TX,Public Use
3T6,CLARK,ASW,JUSTIN,TX,Public Use
20M,MACON MUNI,ASO,MACON,MS,Public Use
1M2,BELZONI MUNI,ASO,BELZONI,MS,Public Use
